Codigo	Armazem	Descricao
GEREN10879	01	TELHA
GEREN10879	07	TELHA
GEREN10957	01	PAINEL ELETRONICO
GEREN10957	07	PAINEL ELETRONICO
GEREN11118	01	EXAME MEDICO ECOCARDIOGRAMA
GEREN11231	01	HOSPEDAGEM AL DIARIA
GEREN11236	01	HOSPEDAGEM MG DIARIA
GEREN11310	01	FITA ADESIVA DE ALUMINIO
GEREN11310	07	FITA ADESIVA DE ALUMINIO
GEREN11366	01	CONTRIBUICOES SINDICAIS PATRONAIS - EMPRESA
GEREN11367	01	CONTRIBUICOES SINDICAIS LABORAIS - EMPREGADO
GEREN11453	01	OCULOS DE SEGURANCA COM LENTES MULTIFOCAIS INCOLORES
GEREN11453	07	OCULOS DE SEGURANCA COM LENTES MULTIFOCAIS INCOLORES
GEREN11456	01	OCULOS DE SEGURANCA COM LENTES MONOFOCAIS INCOLORES
GEREN11456	07	OCULOS DE SEGURANCA COM LENTES MONOFOCAIS INCOLORES
GEREN11973	01	OCULOS DE SEGURANCA CINZA
GEREN11973	07	OCULOS DE SEGURANCA CINZA
GEREN12002	01	PLASTICO FILME ROLO C/ 300MT
GEREN12002	07	PLASTICO FILME ROLO C/ 300MT
GEREN12206	01	HOSPEDAGEM PB DIARIA
GEREN13500	07	PAPEL HIGIENICO FD ROLO 10CMX20M C 12 UN NEUTRO MAX ATUALLE
GEREN13937	01	CONEXAO DO CILINDRO
GEREN13937	07	CONEXAO DO CILINDRO
GEREN14500	01	AGUA SANITARIA AGUASSANI  BB 5L (1005805)
GEREN14500	07	AGUA SANITARIA AGUASSANI  BB 5L (1005805)
GEREN14507	01	SABONETE LIQUIDO SUAVITEX CRISTAL ERVA DOCE BB 5L (1004605)
GEREN14507	07	SABONETE LIQUIDO SUAVITEX CRISTAL ERVA DOCE BB 5L (1004605)
GEREN14512	01	ALCOOL GEL SANITIZANTE  BB 5L (1018105)
GEREN14512	07	ALCOOL GEL SANITIZANTE  BB 5L (1018105)
GEREN14563	01	ALIMENTACAO (DIARIA)
GEREN14563	07	ALIMENTACAO (DIARIA)
GEREN14796	01	MASCARA RESP CONTRA PINTURA E VAPORES ORGANICOS TIPO PFF2
GEREN14796	07	MASCARA RESP CONTRA PINTURA E VAPORES ORGANICOS TIPO PFF2
GEREN14814	01	TOUCA DESCARTAVEL (CONSUMO)
GEREN14814	07	TOUCA DESCARTAVEL (CONSUMO)
GEREN14839	01	BROCA DE ACO RAPIDO 4
GEREN14839	07	BROCA DE ACO RAPIDO 4
GEREN14957	07	FITA TECTAPE PRETA 48MM X 50MTS
GEREN15007	07	ARAME GALVANIZADO P / CERCA ELETRICA 10MM
GEREN15015	07	ESMERILHADEIRA 7  2.600W GWS 26-180 - 220V
GEREN15095	07	TUBO COBRE 1/4
GEREN15096	07	TUBO COBRE 1/2
GEREN15131	07	CONECTOR 28MM
GEREN15213	01	POLASEAL 0.7 220X307 A4 C/100
GEREN15213	07	POLASEAL 0.7 220X307 A4 C/100
GEREN15249	01	BOTA DE COURO S/ BIQ T46 - 32622 BRAVO
GEREN15249	07	BOTA DE COURO S/ BIQ T46 - 32622 BRAVO
GEREN15280	01	LUSTRA MOVEIS 200ML
GEREN15280	07	LUSTRA MOVEIS 200ML
GEREN15420	01	COLA BASTAO 20G
GEREN15420	07	COLA BASTAO 20G
GEREN16257	01	ACENDEDOR P MACARICO CABO MADEIRA
GEREN16257	07	ACENDEDOR P MACARICO CABO MADEIRA
GEREN17204	01	LUVA PVC 46CM VERDE PROMAT CA 1713
GEREN17219	01	SACO DE LIXO 60 LTS C/100 0,3 PDVN (09284)
GEREN17219	07	SACO DE LIXO 60 LTS C/100 0,3 PDVN (09284)
GEREN18151	01	EXTENSAO ELETRICA 30M (COM CARRETEL
GEREN18151	07	EXTENSAO ELETRICA 30M (COM CARRETEL
GEREN18225	07	COPO DESCARTAVEL 180ML C/ 100UN - COPOSUL
GEREN18227	01	COPO DESCARTAVEL 80ML C/ 100UN - COPOBRAS
GEREN18227	07	COPO DESCARTAVEL 80ML C/ 100UN - COPOBRAS
GEREN18229	01	COPO DESCARTAVEL 180ML C/ 100UN
GEREN18229	07	COPO DESCARTAVEL 180ML C/ 100UN
GEREN18234	07	DESINFETANTE LIQUIDO PRONTO P/ USO  5L - SINTAX
GEREN18252	01	ESCOVA DE PLASTICO P/ TANQUE - DALCIN
GEREN18252	07	ESCOVA DE PLASTICO P/ TANQUE - DALCIN
GEREN18254	07	ESPONJA DE ACO C 8 UN QLUSTRO
GEREN18289	01	PAPEL HIG. RL FL SPLS BCO 100%CEL. 08X500 EXTRA LX- FORTPEL
GEREN18289	07	PAPEL HIG. RL FL SPLS BCO 100%CEL. 08X500 EXTRA LX- FORTPEL
GEREN18361	01	TELA DESODORIZADORA P/ MICTORIO - EDECAM
GEREN18361	07	TELA DESODORIZADORA P/ MICTORIO - EDECAM
GEREN18428	01	PANO MULTIUSO LIMPEZA BRANCO 20X300M 40G
GEREN18428	07	PANO MULTIUSO LIMPEZA BRANCO 20X300M 40G
GEREN18476	07	FILTRO QUIMICO V.O 3810A1
GEREN18676	07	PASTA TERMICA 110G
GEREN18701	07	KLYO LIMPA ALUMINIO RENKO 5 LITROS
GEREN18714	01	ADESIVO PLASTICO P/TUBOS 850 GR POLYTUBE
GEREN18714	07	ADESIVO PLASTICO P/TUBOS 850 GR POLYTUBE
GEREN18723	01	TAXAS GOVERNO
GEREN18723	07	TAXAS GOVERNO
GEREN18726	01	ICMS
GEREN18726	07	ICMS
GEREN18789	01	AROMATIZANTE 05L RCD FLORAL
GEREN18789	07	AROMATIZANTE 05L RCD FLORAL
GEREN18849	01	FLANELA LIMPEZA LARANJA 40X60
GEREN18849	07	FLANELA LIMPEZA LARANJA 40X60
GEREN18866	01	LUVA VINIL TRANSPARENTE C/AMIDO C/100 - M VOLK
GEREN18866	07	LUVA VINIL TRANSPARENTE C/AMIDO C/100 - M VOLK
GEREN18868	01	MASCARA DESCARTAVEL C/100
GEREN18868	07	MASCARA DESCARTAVEL C/100
GEREN18983	01	VALVULA DOSADORA PUMP BICO DE PATO P/ 05L ROSCA
GEREN18983	07	VALVULA DOSADORA PUMP BICO DE PATO P/ 05L ROSCA
GEREN19112	01	PANO MULTIUSO LIMPEZA AZUL 20X300M 40G
GEREN19112	07	PANO MULTIUSO LIMPEZA AZUL 20X300M 40G
GEREN19115	01	ESPONJA DE ACO C/ 8 UN - BOMBRIL
GEREN19115	07	ESPONJA DE ACO C/ 8 UN - BOMBRIL
GEREN19142	01	ADAPTADOR SOLDAVEL CURTO C/ BOLSA E ROSCA P/ REGISTRO 60X2
GEREN19142	07	ADAPTADOR SOLDAVEL CURTO C/ BOLSA E ROSCA P/ REGISTRO 60X2
GEREN19155	01	FILTRO DE AGUA
GEREN19155	07	FILTRO DE AGUA
GEREN19207	01	DETERGENTE GEL CONCENTRADO 5L ORANGE CLEAN
GEREN19207	07	DETERGENTE GEL CONCENTRADO 5L ORANGE CLEAN
GEREN19235	07	REFLETOR LED EXD ANTI-EXPLOSAO
GEREN19236	01	PAPEL TOALHA FS ROLAO 10CMX300M C 08 UN NATUREZA MIX IPEL
GEREN19236	07	PAPEL TOALHA FS ROLAO 10CMX300M C 08 UN NATUREZA MIX IPEL
GEREN19242	01	PAPEL HIGIENICO 250M FD CX C/08
GEREN19242	07	PAPEL HIGIENICO 250M FD CX C/08
GEREN19299	01	FRETE (INCLUSAO DE FRETE EM SC DE PRODUTOS)
GEREN19299	07	FRETE (INCLUSAO DE FRETE EM SC DE PRODUTOS)
GEREN19389	01	COPO DESCARTAVEL 180ML - CX C/ 2500
GEREN19389	07	COPO DESCARTAVEL 180ML - CX C/ 2500
GEREN19432	01	FECHADURA STAM TETRA
GEREN19432	07	FECHADURA STAM TETRA
GEREN19437	01	LIXA FERRO GR 100
GEREN19437	07	LIXA FERRO GR 100
GEREN19440	01	BROCA CHATA PARA MADEIRA
GEREN19440	07	BROCA CHATA PARA MADEIRA
GEREN19554	07	LUMINARIA CAA01-S116
GEREN19560	01	LUMINARIA EX02-S1E27
GEREN19560	07	LUMINARIA EX02-S1E27
GEREN19574	07	REFIL MOP PO 120 X 15CM PROFI
GEREN19576	01	VASSOURA DE NYLON
GEREN19576	07	VASSOURA DE NYLON
GEREN19587	01	SABAO BARRA 5X 200G
GEREN19587	07	SABAO BARRA 5X 200G
GEREN19626	01	TELA DE PROTECAO
GEREN19678	01	ROLO LA 15 ATLAS
GEREN19678	07	ROLO LA 15 ATLAS
GEREN19688	01	MANGUEIRA EM PVC ATOXICO AZUL DIAMETRO 3/8 - LANCE C/ 20 MT
GEREN19688	07	MANGUEIRA EM PVC ATOXICO AZUL DIAMETRO 3/8 - LANCE C/ 20 MT
GEREN19913	01	GRELHA VSH2M 0300 X 0300
GEREN19913	07	GRELHA VSH2M 0300 X 0300
GEREN19939	01	ABRACADEIRA RSF 1/2
GEREN19939	07	ABRACADEIRA RSF 1/2
GEREN20018	01	FILTRO PLISSADO 663X504X78
GEREN20018	07	FILTRO PLISSADO 663X504X78
GEREN20034	07	CAIXA ARMAZENAMENTO DE LAMPADA
GEREN20039	01	TOMADA
GEREN20039	07	TOMADA
GEREN20204	01	PARAFUSO SEXTAVADO 5/8
GEREN20204	07	PARAFUSO SEXTAVADO 5/8
GEREN20409	01	LUVA VINIL AZUL CLARO SEM AMIDO 24CM (CX C/ 100 P€S) VOLK G
GEREN20409	07	LUVA VINIL AZUL CLARO SEM AMIDO 24CM (CX C/ 100 P€S) VOLK G
GEREN20486	01	DISCO CORTE 4.1/2 NORTON AR 302
GEREN20486	07	DISCO CORTE 4.1/2 NORTON AR 302
GEREN20521	07	LAMPADA SUPER LED OL BULBO 9W BIVOLT E27 6500K
GEREN20578	01	ETIQUETA ADESIVA P/ CODIFICACAO
GEREN21294	01	PARAFUSO SEXTAVADO 1/4 X1
GEREN21294	07	PARAFUSO SEXTAVADO 1/4 X1
GEREN21411	01	PROTETOR DPS P/ 24V
GEREN21411	07	PROTETOR DPS P/ 24V
GEREN21416	01	ESPATULA 5
GEREN21416	07	ESPATULA 5
GEREN21417	01	CHAVE FENDA 1/2
GEREN21417	07	CHAVE FENDA 1/2
GEREN21491	01	LIMPADOR DE BICO MACARICO
GEREN21491	07	LIMPADOR DE BICO MACARICO
GEREN21522	01	LAMPADA LED BULBO 12W
GEREN21522	07	LAMPADA LED BULBO 12W
GEREN21558	01	POLIA FF 400MM A4
GEREN21567	01	PERFIL UDC /ESP 1/8
GEREN21567	07	PERFIL UDC /ESP 1/8
GEREN22066	01	BATERIA TT40HGCE
GEREN22066	07	BATERIA TT40HGCE
GEREN22088	01	CURVA 90° NOX
GEREN22088	07	CURVA 90° NOX
GEREN22399	01	SOLENOIDE
GEREN22399	07	SOLENOIDE
GEREN22467	01	REBITE 4X10MM C/ 100 PECAS
GEREN22467	07	REBITE 4X10MM C/ 100 PECAS
GEREN22583	01	FECHADURA EXTERNA 357 E 282 ML 190 PAPAIZ
GEREN22583	07	FECHADURA EXTERNA 357 E 282 ML 190 PAPAIZ
GEREN22588	01	FITA VEDA ROSCA 12 MM X 20 M
GEREN22589	01	FITA ZEBRADA 70MM X 200M
GEREN22589	07	FITA ZEBRADA 70MM X 200M
GEREN22607	07	TORNEIRA DE COZINHA MESA BICA ALTA 1167 C29 LORENZETTI
GEREN22634	10	MARRETA 5KG CABO DE MADEIRA
GEREN22638	01	ROLDANA METALICA
GEREN22638	07	ROLDANA METALICA
GEREN22639	07	CORDA TRANCADA PET 9TIPO SEDA 8MM X 45M BRANCA RL
GEREN23137	01	PINCEL TRINCHA 1 POLEG
GEREN23137	07	PINCEL TRINCHA 1 POLEG
GEREN23594	01	VASSOURAO
GEREN23594	07	VASSOURAO
GEREN23661	01	EMPLACAMENTO DE VEICULO
GEREN23710	01	MOP AGUA COMPLETO (HASTE EURO + CABO)
GEREN23710	07	MOP AGUA COMPLETO (HASTE EURO + CABO)
GEREN24805	01	TOMADA 2P T10 A250V
GEREN24805	07	TOMADA 2P T10 A250V
GEREN24916	01	CONCERTINA PERIMETRAL CLIPADA 8MTS
GEREN24916	07	CONCERTINA PERIMETRAL CLIPADA 8MTS
GEREN25299	01	MARCADOR PERMANENTE AZUL PONTA CHANFRADA
GEREN25299	07	MARCADOR PERMANENTE AZUL PONTA CHANFRADA
GEREN25388	01	ALICATE WATTIMETRO DIGITAL ET-4055 - MINIPA
GEREN25398	01	COLA CONTATO CASCOLA 18LTS
GEREN25398	07	COLA CONTATO CASCOLA 18LTS
GEREN25493	07	LAMPADA H4 24V
GEREN25524	01	HASTE ATERRAMENTO 1,20M 1/2 S/ CONECTOR
GEREN25524	07	HASTE ATERRAMENTO 1,20M 1/2 S/ CONECTOR
GEREN25656	01	EXAME MEDICO RX COLUNA LOMBO SACRA
GEREN25702	07	TINTA ESMALTE BRI - BASE DE AGUA SUVINIL AZUL CELESTE 3,6
GEREN25703	01	TINTA ESMALTE BRI - BASE DE AGUA SUVINIL AZUL FRANCA 3,6
GEREN25703	07	TINTA ESMALTE BRI - BASE DE AGUA SUVINIL AZUL FRANCA 3,6
GEREN25734	01	FITA PLAST. RECART. 13 X 069E
GEREN25800	01	MANGUEIRA   2Z0121051
GEREN25800	07	MANGUEIRA   2Z0121051
GEREN25899	01	FITA CREPE IMOBIL.710 24X50 ADELBRAS
GEREN25899	07	FITA CREPE IMOBIL.710 24X50 ADELBRAS
GEREN25934	01	PAPEL SULFITE A3 297MMX420MM PCT 500FL
GEREN25934	07	PAPEL SULFITE A3 297MMX420MM PCT 500FL
GEREN25969	01	PILHA ALCALINA AA C/ 4 PECAS
GEREN25969	06	PILHA ALCALINA AA C/ 4 PECAS
GEREN25970	07	PILHA ALCALINA PALITO AAA C/ 4 PECAS
GEREN25981	01	TINTA PARA CARIMBO PRETA RADEX 40ML
GEREN25981	07	TINTA PARA CARIMBO PRETA RADEX 40ML
GEREN26130	07	ADESIVO ARALDITE ULTRA 23GR
GEREN26143	01	GARRA NEGATIVA ALUM. 300 A ARTOCH
GEREN26143	07	GARRA NEGATIVA ALUM. 300 A ARTOCH
GEREN26234	01	OCULOS SEGURANCA MULTIFOCAL
GEREN26234	07	OCULOS SEGURANCA MULTIFOCAL
GEREN26765	01	RAIO X DO TORAX
GEREN26853	01	CADEADO 30MM – PADO E30
GEREN26853	07	CADEADO 30MM – PADO E30
GEREN26987	07	ARGAMASSA
GEREN26994	01	FITA VEDA ROSCA
GEREN26994	07	FITA VEDA ROSCA
GEREN27052	01	DISCO CORTE 2 T ELA FE. BNA 12 7X1/16X7/8 NORTON
GEREN27052	07	DISCO CORTE 2 T ELA FE. BNA 12 7X1/16X7/8 NORTON
GEREN27158	01	TORNEIRA DE PIA MESA BM 1167
GEREN27158	07	TORNEIRA DE PIA MESA BM 1167
GEREN27240	01	COPO COPOBRAS 180ML  C/100UND
GEREN27240	07	COPO COPOBRAS 180ML  C/100UND
GEREN27251	01	PAPEL SULFITE A4 75G 210MMX297MM CX 10 PCT 500FL
GEREN27251	07	PAPEL SULFITE A4 75G 210MMX297MM CX 10 PCT 500FL
GEREN27423	01	CLORO 5 LITROS CONCENTRADO
GEREN27423	07	CLORO 5 LITROS CONCENTRADO
GEREN27427	01	PANO DE CHAO ALVEJADO
GEREN27427	07	PANO DE CHAO ALVEJADO
GEREN27443	01	CLIPS GALVANIZADOS 2/0
GEREN27443	07	CLIPS GALVANIZADOS 2/0
GEREN27444	01	CLIPS GALVANIZADOS 6/0
GEREN27444	07	CLIPS GALVANIZADOS 6/0
GEREN27468	01	PCMSO
GEREN27565	01	BROCA ACO RAPIDO 11MM
GEREN27565	07	BROCA ACO RAPIDO 11MM
GEREN27569	01	ROLO 100MT CABO FLEX.750V 002,50MM2 AZ
GEREN27569	07	ROLO 100MT CABO FLEX.750V 002,50MM2 AZ
GEREN27706	01	PLACA PVC 2 MM COM IMPRESSAO DIGITALIZADA
GEREN27706	07	PLACA PVC 2 MM COM IMPRESSAO DIGITALIZADA
GEREN27719	01	ACIDO MURIATICO FOR 1 LT LIMPEX
GEREN27719	07	ACIDO MURIATICO FOR 1 LT LIMPEX
GEREN27782	01	VASSOURA DE PELO 40CM COM CABO
GEREN27782	07	VASSOURA DE PELO 40CM COM CABO
GEREN27857	01	FILTRO DE LINHA 5 TOMADAS
GEREN27857	07	FILTRO DE LINHA 5 TOMADAS
GEREN28155	07	TRENA ACO 5MTS L516CME
GEREN28544	01	TINTA 18L CORALAR BRANCO
GEREN28544	07	TINTA 18L CORALAR BRANCO
GEREN28730	01	OCULOS DE SEGURANCA COM GRAU - MULTIFOCAL
GEREN28730	07	OCULOS DE SEGURANCA COM GRAU - MULTIFOCAL
GEREN28770	01	BROCA ACO RAPIDO 8 MM
GEREN28770	07	BROCA ACO RAPIDO 8 MM
GEREN28925	01	REFEICAO ALMOCO - ALIMENTACAO
GEREN28925	07	REFEICAO ALMOCO - ALIMENTACAO
GEREN29207	01	DISCO CORTE 2 TELAS AR 312 4.1/2X1/8X7/8 DEWALT
GEREN29207	07	DISCO CORTE 2 TELAS AR 312 4.1/2X1/8X7/8 DEWALT
GEREN29309	01	BORRACHA PARA CARIMBO
GEREN29309	07	BORRACHA PARA CARIMBO
GEREN29318	01	ENVELOPE PLASTICO C/ 04 FUROS - 1000 UN
GEREN29318	07	ENVELOPE PLASTICO C/ 04 FUROS - 1000 UN
GEREN29326	01	ALINHAMENTO PNEUS
GEREN29334	07	ROLO DE LA 1396 23 CM S/CABO TIGRE
GEREN29344	07	COLA UNIVERSAL MAXI RUBBER
GEREN29392	01	CADERNO PROTOCOLO DE CORRESPONDENCIA 104FLS
GEREN29392	07	CADERNO PROTOCOLO DE CORRESPONDENCIA 104FLS
GEREN29401	01	CAPA TERM BAT A5/B70/A300
GEREN29473	01	PILHA ALCALINA MEDIA 1,5V D DURACEL / SONY
GEREN29473	07	PILHA ALCALINA MEDIA 1,5V D DURACEL / SONY
GEREN29510	01	CANETA BIC CRISTAL 1.0
GEREN29510	07	CANETA BIC CRISTAL 1.0
GEREN29517	01	MANGUEIRA 2Z0121051.310
GEREN29517	07	MANGUEIRA 2Z0121051.310
GEREN29533	01	BORRACHA BIC C/CAPA PLASTICA
GEREN29533	07	BORRACHA BIC C/CAPA PLASTICA
GEREN29681	01	CALIBRADOR DE PRESSAO PC-507
GEREN29681	07	CALIBRADOR DE PRESSAO PC-507
GEREN29722	01	COLHER DE PEDREIRO 6
GEREN29722	07	COLHER DE PEDREIRO 6
GEREN29726	01	PAQUIMETRO 150MM DIGITAL PLASTICO PD-153
GEREN29726	07	PAQUIMETRO 150MM DIGITAL PLASTICO PD-153
GEREN29727	07	GRAMPO COMUM TIPO C 2
GEREN29730	01	ALICATE CORTE DIAG 6 ISOL 1000V NR10
GEREN29739	01	TESOURA TIPO FUNILEIRO AVIACAO RETA 10
GEREN29739	07	TESOURA TIPO FUNILEIRO AVIACAO RETA 10
GEREN29752	01	BROCA AR HP 8,00MM 338 117X75 TW104
GEREN29752	07	BROCA AR HP 8,00MM 338 117X75 TW104
GEREN29760	07	BOMBA GRAXA BALDE 07 KG
GEREN29771	01	TOCHA MIG/MAG
GEREN29771	07	TOCHA MIG/MAG
GEREN29793	01	ALICATE UNIVERSAL 8 ISOL
GEREN29793	06	ALICATE UNIVERSAL 8 ISOL
GEREN29793	10	ALICATE UNIVERSAL 8 ISOL
GEREN29892	07	ORGANIZADOR ESCRIT VERTCR 864ACRIMET
GEREN29896	01	SACOLA PLASTICA BCA 48X58 - 1000 UN
GEREN29896	07	SACOLA PLASTICA BCA 48X58 - 1000 UN
GEREN29906	01	SACO DE LIXO 60L PRETO
GEREN29906	07	SACO DE LIXO 60L PRETO
GEREN30048	01	PORCA SEXTAVADA 1.12-18
GEREN30048	07	PORCA SEXTAVADA 1.12-18
GEREN30075	01	ALCA REGULAGEM
GEREN30075	07	ALCA REGULAGEM
GEREN30317	01	MOLA 0.98D
GEREN30317	07	MOLA 0.98D
GEREN30462	01	TORNEIRA BOIA D AGUA REF. 1350B
GEREN30462	07	TORNEIRA BOIA D AGUA REF. 1350B
GEREN30830	01	ADESIVO IMPRESSAO DIGITAL A4
GEREN30830	07	ADESIVO IMPRESSAO DIGITAL A4
GEREN31298	01	CADEADO
GEREN31298	07	CADEADO
GEREN31960	01	CLIPS N.4/0 C/ 420 UNIDS GALVANIZADO
GEREN31960	07	CLIPS N.4/0 C/ 420 UNIDS GALVANIZADO
GEREN31971	01	CHAVE AJUSTAVEL 10
GEREN31971	06	CHAVE AJUSTAVEL 10
GEREN31971	10	CHAVE AJUSTAVEL 10
GEREN32291	01	TELA Q196
GEREN32291	07	TELA Q196
GEREN32334	01	ARRUELA LISA 5/16 ZINC
GEREN32334	07	ARRUELA LISA 5/16 ZINC
GEREN32422	07	TUBO ARMAFLEX AF R-042 1 1/4
GEREN32465	01	ACQUAPLAST TINTA CINZA CONCRETO
GEREN32465	07	ACQUAPLAST TINTA CINZA CONCRETO
GEREN32605	01	CAPA PARA MANGUEIRA CRISTAL 3/4
GEREN32605	07	CAPA PARA MANGUEIRA CRISTAL 3/4
GEREN32610	01	BOBINA TERMICA 57MM X 300M
GEREN32610	07	BOBINA TERMICA 57MM X 300M
GEREN32955	01	SERRA ACO RAP. BS1224
GEREN32955	07	SERRA ACO RAP. BS1224
GEREN32957	01	PARAFUSO DRYWALL PHILIPS
GEREN32957	07	PARAFUSO DRYWALL PHILIPS
GEREN32967	01	FLANELA 28X38CM
GEREN32967	07	FLANELA 28X38CM
GEREN32968	01	GUARDANAPO PAPEL 30X33CM
GEREN32968	07	GUARDANAPO PAPEL 30X33CM
GEREN33054	01	LUVA LATEX TG
GEREN33054	07	LUVA LATEX TG
GEREN33055	01	LUVA LATEX TM
GEREN33055	07	LUVA LATEX TM
GEREN33115	01	PACOTE POLASEL P/ PLASTIFICACAO A4 125MICRAS COM 100 UND
GEREN33115	07	PACOTE POLASEL P/ PLASTIFICACAO A4 125MICRAS COM 100 UND
GEREN33145	07	PASTA SANFONADA A4 31 DIV
GEREN33419	01	CORRETIVO LIQ 18ML
GEREN33419	07	CORRETIVO LIQ 18ML
GEREN33431	01	PASTA L A4 POLIP CRISTAL
GEREN33431	07	PASTA L A4 POLIP CRISTAL
GEREN33459	01	EXAME MEDICO CLINICO
GEREN33459	07	EXAME MEDICO CLINICO
GEREN33822	01	AGUA SANITARIA 1L
GEREN33826	01	LUSTRA MOVEIS
GEREN33826	07	LUSTRA MOVEIS
GEREN33831	01	ROLO 100MT CABO FLEXIVEL.750V 002,50MM2 VERDE
GEREN33831	07	ROLO 100MT CABO FLEXIVEL.750V 002,50MM2 VERDE
GEREN33837	01	ROLO 100MT CABO FLEXIVEL.750V 006,00MM2 AZUL
GEREN33837	07	ROLO 100MT CABO FLEXIVEL.750V 006,00MM2 AZUL
GEREN33867	01	MASCARA DESC. C\VALVULA.8822 PFF2 POS,FUMOS E NEVOAS
GEREN33867	07	MASCARA DESC. C\VALVULA.8822 PFF2 POS,FUMOS E NEVOAS
GEREN33885	01	PISTOLA P\PINT.GRAV. 1.4 MED.PROD. C\CANECA PPG14 TMX
GEREN33885	07	PISTOLA P\PINT.GRAV. 1.4 MED.PROD. C\CANECA PPG14 TMX
GEREN33989	01	ANEL ORING DE VEDACAO DO BICO INJETOR
GEREN33989	07	ANEL ORING DE VEDACAO DO BICO INJETOR
GEREN34049	07	PERFIL DE ALUMINIO  COD. E-364
GEREN34130	07	MANGUEIRA RA
GEREN34149	01	CHAVE GERAL
GEREN34149	07	CHAVE GERAL
GEREN34244	01	EXAME MEDICO EEG ELETROENCEFALOGRAMA
GEREN34245	01	EXAME MEDICO ACUIDADE VISUAL
GEREN34247	01	EXAME MEDICO ECG ELETROCARDIOGRAMA
GEREN34247	07	EXAME MEDICO ECG ELETROCARDIOGRAMA
GEREN34357	07	MARTELO DENTADO FLV
GEREN34421	01	AVALIACAO PSICOLOGICA
GEREN34643	01	REGISTRO DE PRESSAO 3/4 DELTA
GEREN34643	07	REGISTRO DE PRESSAO 3/4 DELTA
GEREN34741	07	FITA TELADA P/ DRYWALL  50MM X 90M
GEREN34759	01	COLA ADESIVA INSTANTANEA TEK BOND 20GR
GEREN34759	07	COLA ADESIVA INSTANTANEA TEK BOND 20GR
GEREN34924	01	VASSOURA GRAMA METAL ARAME 18 D FIXA
GEREN34924	07	VASSOURA GRAMA METAL ARAME 18 D FIXA
GEREN34926	01	MARRETA C/ CABO 5KG
GEREN34926	10	MARRETA C/ CABO 5KG
GEREN35098	01	CHAVE LD TECLA COMPLETA  410LT 220 V
GEREN35098	07	CHAVE LD TECLA COMPLETA  410LT 220 V
GEREN35573	01	ESPONJA VERDE E AMARELA
GEREN35573	07	ESPONJA VERDE E AMARELA
GEREN35956	07	BATERIA 150A
GEREN36050	01	EXAMES MEDICO DE TOXICOLOGICOS
GEREN36325	01	AVENTAL
GEREN36325	07	AVENTAL
GEREN36328	01	REFEICAO
GEREN36328	07	REFEICAO
GEREN36476	01	EXTENSAO 30M C/ CARRETEL
GEREN36476	07	EXTENSAO 30M C/ CARRETEL
GEREN36554	01	TESOURA SEM PONTA
GEREN36554	07	TESOURA SEM PONTA
GEREN36636	01	INTERNET LINK
GEREN36831	01	MASCARA CIRURGICA DESCARTAVEL CX C/ 50
GEREN36831	07	MASCARA CIRURGICA DESCARTAVEL CX C/ 50
GEREN36901	01	FIXADOR DE CABO
GEREN36901	07	FIXADOR DE CABO
GEREN36981	01	LUVA LATEX DESCARTAVEL CX 100 T. G/9
GEREN36981	07	LUVA LATEX DESCARTAVEL CX 100 T. G/9
GEREN36991	01	BORRIFADOR
GEREN36991	07	BORRIFADOR
GEREN37071	01	EXAME ADMISSIONAL
GEREN37284	01	COPIAS E IMPRESSOES
GEREN37284	07	COPIAS E IMPRESSOES
GEREN37288	01	ELABORACAO DE LTCAT
GEREN37292	01	FRETES E CARRETOS
GEREN37292	07	FRETES E CARRETOS
GEREN37317	01	MANUTENCAO DE APARELHOS ELETRONICOS (CELULAR, TABLET)
GEREN37317	07	MANUTENCAO DE APARELHOS ELETRONICOS (CELULAR, TABLET)
GEREN37515	01	EXAME OTORRINOLARINGOLOGIA
GEREN37918	01	EXAME DE RETICULOCITOS
GEREN38453	01	ELABORACAO DE LAUDO PGRF E POP
GEREN38483	01	CURSOS E TREINAMENTOS HABILITACAO
GEREN38639	01	EXAME HEMOGLOBINA GLICOSILADA
GEREN39042	01	LOCACAO DE EQUIPAMENTOS - SISTEMA DE CONTRATOS
GEREN39043	01	LOCACAO DE VEICULO - SISTEMA DE CONTRATOS
GEREN39059	01	SERVICO DE ANALISE DE RESIDUOS
GEREN39434	01	CONSERTO DE PNEU
GEREN39916	01	EXAME MEDICO ENQUADRAMENTO DE PCD
GEREN40027	01	EXAME DE AVALIACAO CLINICA OCUPACIONAL
GEREN40591	01	EXAME MEDICO ACUIDADE VISUAL
GEREN40599	01	EXAME MEDICO ESPIROMETRIA
GEREN40625	01	EXAME MEDICO AUDIOMETRIA
GEREN40746	01	EXAME DICLOROMETANO NA URINA
GEREN40747	01	EXAME HEXANODIONA URINARIO
GEREN40748	01	EXAME MANGANES SANGUINEO
GEREN40749	01	EXAME TOLUENO SANGUINEO
GEREN40880	01	EXAME MEDICO FONOAUDIOLOGIA
GEREN40894	01	CONTRIBUICOES SINDICAIS PATRONAIS
GEREN40896	01	CONTRIBUICOES SINDICAIS LABORAIS
GERES00003	01	MANUTENCAO DE MAQUINAS E EQUIP
GERES00003	07	MANUTENCAO DE MAQUINAS E EQUIP
GERES00015	01	PREGO
GERES00015	07	PREGO
GERES00026	01	PREGO 15X18
GERES00026	07	PREGO 15X18
GERES00090	01	PORTA CADEADO
GERES00090	07	PORTA CADEADO
